id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],failure_probability,risk_level
52181,298.4,309.2,1429,37.9,141,0.00338478124454074,Low
131410,300.4,311.5,1602,32.2,76,0.00338478124454074,Low
24829,298.9,309.6,1683,31.6,195,0.00338478124454074,Low
12410,300.3,311.8,1723,31.2,125,0.00338478124454074,Low
54842,301.4,311.0,1809,24.3,171,0.00338478124454074,Low
2820,299.6,310.9,1471,46.3,196,0.00338478124454074,Low
50892,300.3,311.7,1630,34.5,209,0.00338478124454074,Low
26206,301.6,310.6,1459,46.8,62,0.00338478124454074,Low
131862,297.5,308.5,1332,50.7,23,0.00338478124454074,Low
93774,300.4,309.3,1588,35.0,209,0.00338478124454074,Low
60204,300.7,310.5,1594,31.0,85,0.00338478124454074,Low
116552,298.1,307.7,1650,34.6,138,0.00338478124454074,Low
34416,299.4,310.8,1422,53.9,217,0.00338478124454074,Low
16220,301.0,310.7,1402,47.7,197,0.00338478124454074,Low
60076,300.4,311.9,1665,34.6,189,0.00338478124454074,Low
78496,297.6,308.7,1488,38.5,123,0.00338478124454074,Low
1198,300.7,310.8,1589,43.9,2,0.00338478124454074,Low
36953,297.5,309.4,1503,40.6,150,0.00338478124454074,Low
14526,302.0,311.5,1422,46.2,18,0.00338478124454074,Low
38512,302.2,311.5,1545,41.1,114,0.00338478124454074,Low
35073,299.3,310.1,1663,31.6,20,0.00338478124454074,Low
87672,299.3,308.3,1413,47.9,127,0.00338478124454074,Low
74711,300.7,309.9,1570,34.2,153,0.00338478124454074,Low
82752,299.3,308.7,1536,36.9,109,0.00338478124454074,Low
103794,298.8,308.5,1450,43.1,0,0.00338478124454074,Low
12482,298.0,308.4,1655,31.1,7,0.00338478124454074,Low
94884,299.5,308.8,1393,48.3,122,0.00338478124454074,Low
117527,300.9,310.6,1370,51.1,79,0.00338478124454074,Low
18544,298.9,308.9,1612,32.8,116,0.00338478124454074,Low
118611,299.3,309.0,1441,44.4,0,0.00338478124454074,Low
73389,298.2,308.1,1526,40.6,59,0.00338478124454074,Low
5541,303.9,313.1,1472,29.6,0,0.00338478124454074,Low
8827,300.6,310.2,1677,29.8,24,0.00338478124454074,Low
131823,303.8,312.5,1448,46.3,195,0.00338478124454074,Low
67974,298.0,309.0,1433,54.7,5,0.00338478124454074,Low
115649,297.5,308.7,1327,49.2,27,0.00338478124454074,Low
48445,298.7,308.3,1660,27.0,50,0.00338478124454074,Low
88596,298.5,309.4,1521,37.5,107,0.00338478124454074,Low
77499,297.5,308.5,1447,45.9,103,0.00338478124454074,Low
1063,298.1,307.6,1354,43.6,155,0.00338478124454074,Low
10353,299.3,308.8,1341,47.7,23,0.00338478124454074,Low
89120,299.1,310.8,1573,32.4,9,0.00338478124454074,Low
130451,302.4,310.2,1649,29.9,29,0.00338478124454074,Low
92069,300.5,311.2,1547,35.0,2,0.00338478124454074,Low
66175,299.7,309.0,1756,29.8,59,0.00338478124454074,Low
118787,298.9,310.6,1607,35.9,197,0.00338478124454074,Low
78593,297.9,308.9,1592,34.8,57,0.00338478124454074,Low
123244,297.3,308.0,1515,38.7,165,0.00338478124454074,Low
47401,299.1,308.9,1431,42.8,218,0.00338478124454074,Low
16978,300.8,310.7,1452,43.0,124,0.00338478124454074,Low
1022,300.7,310.8,1446,48.9,92,0.00338478124454074,Low
35315,302.1,310.9,1353,44.1,66,0.00338478124454074,Low
39031,298.6,309.6,1488,41.3,43,0.00338478124454074,Low
91808,300.9,310.7,1642,34.9,101,0.00338478124454074,Low
41694,301.0,311.0,1323,53.6,158,0.00338478124454074,Low
28531,298.4,309.4,1470,39.3,65,0.00338478124454074,Low
102636,298.2,307.8,1459,39.3,64,0.00338478124454074,Low
15910,301.1,310.6,1376,47.8,86,0.00338478124454074,Low
15052,301.7,311.8,1348,58.5,87,0.00338478124454074,Low
47137,296.6,307.6,1485,40.6,155,0.00338478124454074,Low
23555,302.1,311.2,1625,30.7,174,0.00338478124454074,Low
100840,300.9,310.3,1541,33.7,140,0.00338478124454074,Low
63066,298.0,309.2,1558,37.3,89,0.00338478124454074,Low
120736,299.8,310.5,1630,31.1,124,0.00338478124454074,Low
7715,298.3,308.6,1432,46.9,49,0.00338478124454074,Low
135109,298.1,307.7,1604,48.0,55,0.00338478124454074,Low
107906,297.8,308.4,1612,32.1,104,0.00338478124454074,Low
113718,297.4,308.8,1501,36.8,156,0.00338478124454074,Low
47851,300.7,310.6,1543,36.8,187,0.00338478124454074,Low
132553,302.3,311.8,1751,48.0,180,0.00338478124454074,Low
32945,301.1,310.9,1501,40.6,168,0.00338478124454074,Low
83320,300.9,310.5,1541,37.5,25,0.00338478124454074,Low
92923,300.7,312.0,1401,51.1,146,0.00338478124454074,Low
86042,301.9,309.7,1437,55.2,102,0.00338478124454074,Low
26271,300.7,310.5,1694,27.3,114,0.00338478124454074,Low
133322,298.5,308.2,1451,48.0,18,0.00338478124454074,Low
72283,302.9,312.4,1542,34.1,45,0.00338478124454074,Low
92488,298.9,309.9,1526,35.4,135,0.00338478124454074,Low
107338,300.6,310.1,1297,50.0,56,0.00338478124454074,Low
105073,299.8,309.2,1737,27.2,76,0.00338478124454074,Low
18775,300.6,309.8,1662,28.4,147,0.00338478124454074,Low
48085,303.4,311.4,1412,48.1,67,0.00338478124454074,Low
108422,299.2,308.6,1474,40.5,138,0.00338478124454074,Low
13764,300.0,309.6,1545,38.2,37,0.00338478124454074,Low
25322,303.7,313.0,1466,46.2,170,0.00338478124454074,Low
24015,297.5,308.4,1744,26.6,18,0.00338478124454074,Low
96789,301.9,311.0,1636,32.7,199,0.00338478124454074,Low
131354,297.4,308.5,1410,43.9,9,0.00338478124454074,Low
5424,299.7,309.1,1396,42.7,175,0.00338478124454074,Low
70726,298.3,308.5,1379,55.1,0,0.00338478124454074,Low
101378,302.0,310.9,1488,41.7,156,0.00338478124454074,Low
44993,301.0,312.2,1511,40.2,156,0.00338478124454074,Low
43357,299.4,308.6,1751,28.4,112,0.00338478124454074,Low
73413,296.7,307.8,1511,35.8,17,0.00338478124454074,Low
84522,298.7,309.8,1564,36.9,85,0.00338478124454074,Low
33470,301.1,311.2,1363,53.0,41,0.00338478124454074,Low
67501,297.8,308.1,1507,43.1,0,0.00338478124454074,Low
6841,301.2,310.3,1335,49.5,56,0.00338478124454074,Low
40003,301.9,311.0,1542,35.4,164,0.00338478124454074,Low
126082,297.4,308.7,1682,24.3,26,0.00338478124454074,Low
47677,302.6,310.4,1448,43.1,192,0.00338478124454074,Low
50093,297.3,308.4,1565,37.4,54,0.00338478124454074,Low
14217,300.6,310.5,1587,34.4,211,0.00338478124454074,Low
55932,298.1,307.8,1423,46.5,114,0.00338478124454074,Low
69276,297.3,308.4,1600,34.5,97,0.00338478124454074,Low
29046,300.8,310.1,1492,46.9,128,0.00338478124454074,Low
52577,297.6,308.7,1348,64.7,147,0.00338478124454074,Low
37972,300.1,309.2,1473,44.7,26,0.00338478124454074,Low
13167,300.8,310.7,1539,37.9,44,0.00338478124454074,Low
66019,297.7,308.7,1515,38.0,139,0.00338478124454074,Low
135124,299.7,308.9,1713,25.2,162,0.00338478124454074,Low
112884,300.7,311.2,1353,46.6,64,0.00338478124454074,Low
127564,300.1,311.4,1329,58.2,77,0.00338478124454074,Low
111779,301.2,312.4,1355,51.9,127,0.00338478124454074,Low
64602,297.4,308.0,1383,46.2,4,0.00338478124454074,Low
115407,300.9,311.0,1510,41.6,176,0.00338478124454074,Low
49745,299.2,308.4,2354,14.7,131,0.00338478124454074,Low
82513,299.3,308.4,1543,36.7,224,0.00338478124454074,Low
37442,298.3,309.4,1569,45.0,148,0.00338478124454074,Low
59344,299.6,308.9,1685,27.5,161,0.00338478124454074,Low
124770,299.9,311.3,1595,32.7,160,0.00338478124454074,Low
123536,297.4,308.7,1392,46.1,174,0.00338478124454074,Low
53290,297.5,308.6,1352,44.9,127,0.00338478124454074,Low
33074,299.3,310.5,1480,45.1,83,0.00338478124454074,Low
58304,301.2,310.8,1460,41.9,40,0.00338478124454074,Low
91097,303.6,312.5,1713,26.5,186,0.00338478124454074,Low
123715,299.2,308.8,1612,51.4,183,0.00338478124454074,Low
40839,299.3,308.6,1471,53.5,203,0.00338478124454074,Low
17899,301.0,310.9,1428,40.5,47,0.00338478124454074,Low
117590,298.8,308.6,1469,42.4,207,0.00338478124454074,Low
48890,299.4,308.9,1472,41.9,174,0.00338478124454074,Low
56871,296.8,307.9,1579,33.4,50,0.00338478124454074,Low
98015,300.0,309.5,1630,32.6,49,0.00338478124454074,Low
102805,302.0,311.1,1767,27.6,27,0.00338478124454074,Low
55166,298.9,308.9,1284,60.4,59,0.00338478124454074,Low
2697,298.8,308.1,1445,53.5,28,0.00338478124454074,Low
59708,298.2,308.9,1665,34.3,33,0.00338478124454074,Low
66660,302.1,311.2,1508,37.7,176,0.00338478124454074,Low
37566,299.4,310.5,1393,47.3,181,0.00338478124454074,Low
110192,299.0,310.2,1573,32.1,0,0.00338478124454074,Low
13484,298.2,308.7,1428,46.8,28,0.00338478124454074,Low
112036,301.3,310.8,1369,50.0,169,0.00338478124454074,Low
81610,300.9,311.1,1421,50.7,114,0.00338478124454074,Low
134378,301.7,309.9,1364,56.9,71,0.00338478124454074,Low
6898,300.1,310.6,1450,39.2,103,0.00338478124454074,Low
111117,297.5,308.7,1523,39.0,21,0.00338478124454074,Low
125099,299.0,310.1,1538,41.4,35,0.00338478124454074,Low
96528,297.6,308.9,1582,32.1,101,0.00338478124454074,Low
84122,298.1,307.8,1379,51.7,135,0.00338478124454074,Low
41910,296.8,307.9,1437,47.7,111,0.00338478124454074,Low
93564,304.0,313.1,1501,43.8,101,0.00338478124454074,Low
72151,299.1,308.8,1620,32.2,197,0.00338478124454074,Low
37535,303.8,313.1,1743,26.3,168,0.00338478124454074,Low
117225,298.8,308.4,1738,27.7,155,0.00338478124454074,Low
47342,298.9,310.6,1202,66.8,190,0.00338478124454074,Low
4665,297.1,308.3,1446,50.7,155,0.00338478124454074,Low
1298,298.0,307.9,1350,51.6,67,0.00338478124454074,Low
85133,300.5,310.3,1454,52.2,9,0.00338478124454074,Low
44803,298.9,310.2,1445,48.0,129,0.00338478124454074,Low
88124,301.5,310.4,1371,45.2,119,0.00338478124454074,Low
54112,300.6,310.6,1670,26.8,0,0.00338478124454074,Low
79811,301.9,309.6,1433,40.8,204,0.00338478124454074,Low
122889,297.4,308.2,1495,38.0,15,0.00338478124454074,Low
113525,297.9,308.8,1465,44.9,201,0.00338478124454074,Low
20473,297.5,308.5,1510,35.3,71,0.00338478124454074,Low
5321,299.7,309.2,1412,47.8,137,0.00338478124454074,Low
65598,301.5,311.1,1454,40.8,112,0.00338478124454074,Low
61907,302.0,311.0,2219,16.8,203,0.00338478124454074,Low
132082,298.2,307.9,1706,29.5,139,0.00338478124454074,Low
120752,299.5,309.1,1433,51.4,87,0.00338478124454074,Low
79931,300.5,311.4,1546,36.8,37,0.00338478124454074,Low
77491,297.9,309.1,1443,44.6,21,0.00338478124454074,Low
110528,302.0,310.8,1463,42.9,184,0.00338478124454074,Low
31693,302.6,311.9,1412,48.0,67,0.00338478124454074,Low
132442,300.0,309.6,1423,40.8,155,0.00338478124454074,Low
14123,300.8,310.6,1594,35.1,171,0.00338478124454074,Low
52123,297.3,308.4,1542,36.9,29,0.00338478124454074,Low
1009,298.0,309.6,1611,33.0,113,0.00338478124454074,Low
13118,297.0,308.4,1450,55.6,204,0.00338478124454074,Low
3375,302.5,310.4,1906,21.2,110,0.00338478124454074,Low
123860,298.5,309.1,1498,40.5,170,0.00338478124454074,Low
55477,300.0,310.4,1683,31.2,139,0.00338478124454074,Low
81178,298.8,310.5,1294,55.0,202,0.00338478124454074,Low
4822,299.2,310.4,1379,42.8,39,0.00338478124454074,Low
9640,297.9,309.2,1471,39.0,21,0.00338478124454074,Low
45309,301.5,310.7,1416,46.6,157,0.00338478124454074,Low
21707,300.4,310.6,1636,29.7,15,0.00338478124454074,Low
113801,302.6,312.1,1458,39.5,42,0.00338478124454074,Low
30252,298.9,310.1,1435,41.2,203,0.00338478124454074,Low
98091,298.6,309.5,1353,43.2,92,0.00338478124454074,Low
32497,300.7,310.8,1498,38.3,50,0.00338478124454074,Low
121306,298.2,308.9,1683,27.6,76,0.00338478124454074,Low
64678,297.6,309.0,1353,44.6,96,0.00338478124454074,Low
29485,297.5,308.6,1437,39.0,72,0.00338478124454074,Low
104673,298.4,308.9,1488,38.9,100,0.00338478124454074,Low
48678,301.7,311.0,1394,46.6,87,0.00338478124454074,Low
32314,297.5,308.1,1435,56.6,192,0.00338478124454074,Low
61985,300.7,311.1,1534,38.1,2,0.00338478124454074,Low
94433,298.3,308.3,1462,49.9,22,0.00338478124454074,Low
101570,302.9,311.2,1452,48.0,123,0.00338478124454074,Low
57017,301.8,310.8,1557,33.3,197,0.00338478124454074,Low
72067,300.3,311.7,1520,38.5,71,0.00338478124454074,Low
7949,297.4,308.4,1444,46.7,55,0.00338478124454074,Low
51971,302.2,310.4,1623,34.1,192,0.00338478124454074,Low
45428,301.0,310.9,1479,38.0,21,0.00338478124454074,Low
100458,298.0,307.6,1513,36.7,72,0.00338478124454074,Low
104187,300.2,309.9,1566,42.1,170,0.00338478124454074,Low
133537,300.5,310.8,1480,46.6,153,0.00338478124454074,Low
1076,297.6,308.3,1995,20.5,0,0.00338478124454074,Low
18637,299.7,310.3,1422,44.6,22,0.00338478124454074,Low
87096,296.8,307.9,1668,44.3,145,0.00338478124454074,Low
1108,303.8,313.2,1413,58.9,106,0.00338478124454074,Low
112476,302.1,311.2,1461,46.5,49,0.00338478124454074,Low
13243,304.0,313.0,1408,39.5,35,0.00338478124454074,Low
52914,303.8,313.0,1630,34.2,210,0.00338478124454074,Low
119326,297.3,308.4,1469,45.4,117,0.00338478124454074,Low
64385,301.1,310.6,1428,44.1,103,0.00338478124454074,Low
6731,298.4,309.4,1385,45.7,119,0.00338478124454074,Low
72427,299.1,308.6,1650,29.0,0,0.00338478124454074,Low
38562,298.7,308.5,1401,59.4,48,0.00338478124454074,Low
4642,301.1,309.8,1507,42.5,170,0.00338478124454074,Low
82185,296.9,308.1,1303,73.6,62,0.00338478124454074,Low
50888,298.8,309.8,1401,44.9,143,0.00338478124454074,Low
44270,301.9,310.8,1650,33.4,5,0.00338478124454074,Low
130277,300.2,310.2,1527,40.6,21,0.00338478124454074,Low
134406,297.0,307.9,1433,45.8,122,0.00338478124454074,Low
24750,297.6,308.3,1476,43.2,132,0.00338478124454074,Low
111346,300.0,309.6,1496,39.7,27,0.00338478124454074,Low
112052,300.6,309.4,1473,43.5,22,0.00338478124454074,Low
25487,301.0,310.9,1359,51.4,199,0.00338478124454074,Low
95497,298.7,309.5,1393,48.3,60,0.00338478124454074,Low
111446,296.8,307.5,1781,28.4,45,0.00338478124454074,Low
93720,302.1,310.1,1390,48.0,176,0.00338478124454074,Low
21424,300.5,312.0,1461,44.2,151,0.00338478124454074,Low
125457,303.6,312.6,1633,27.9,0,0.00338478124454074,Low
98898,299.1,308.3,1305,50.1,17,0.00338478124454074,Low
11318,300.9,311.0,1382,49.4,0,0.00338478124454074,Low
41353,300.0,311.3,1501,40.8,83,0.00338478124454074,Low
111535,298.8,309.9,1589,33.9,149,0.00338478124454074,Low
91999,298.1,307.7,1630,30.7,92,0.00338478124454074,Low
76634,297.4,308.2,1419,50.0,148,0.00338478124454074,Low
134903,297.3,308.6,1507,40.6,107,0.00338478124454074,Low
101431,301.3,311.5,1303,59.5,33,0.00338478124454074,Low
78081,299.3,308.9,1440,42.5,87,0.00338478124454074,Low
7199,300.2,309.8,1483,35.2,21,0.00338478124454074,Low
27774,301.3,311.1,1727,28.4,2,0.00338478124454074,Low
86559,302.4,311.0,1581,36.5,181,0.00338478124454074,Low
105577,297.0,307.8,1528,36.6,197,0.00338478124454074,Low
118455,298.3,308.1,1469,43.5,90,0.00338478124454074,Low
95548,301.5,310.9,1582,29.3,7,0.00338478124454074,Low
50178,303.7,312.7,1435,44.8,2,0.00338478124454074,Low
118811,298.6,309.8,1417,47.7,7,0.00338478124454074,Low
84233,300.5,309.7,1519,38.8,160,0.00338478124454074,Low
48686,301.5,310.4,1602,35.9,104,0.00338478124454074,Low
122244,299.5,310.8,1610,38.2,74,0.00338478124454074,Low
67269,298.0,308.8,1440,43.3,104,0.00338478124454074,Low
37627,301.2,310.5,1648,32.9,79,0.00338478124454074,Low
8930,298.4,308.6,1694,31.4,122,0.00338478124454074,Low
16993,300.1,309.3,1464,41.7,30,0.00338478124454074,Low
7365,300.5,311.8,1539,36.9,56,0.00338478124454074,Low
81278,303.4,312.0,1521,35.9,200,0.00338478124454074,Low
45342,297.4,308.5,1477,39.9,74,0.00338478124454074,Low
41049,300.6,309.5,1390,47.6,127,0.00338478124454074,Low
25535,299.6,309.0,1431,42.9,120,0.00338478124454074,Low
4060,298.2,307.6,1557,38.1,82,0.00338478124454074,Low
55164,299.2,310.5,1623,34.6,161,0.00338478124454074,Low
130463,298.0,308.7,1521,35.4,192,0.00338478124454074,Low
5716,301.7,310.7,1543,34.9,92,0.00338478124454074,Low
12289,300.7,311.1,1618,37.6,148,0.00338478124454074,Low
32953,299.3,308.5,1408,40.0,81,0.00338478124454074,Low
67149,302.8,311.1,1501,37.7,76,0.00338478124454074,Low
18960,301.6,310.4,1561,40.5,156,0.00338478124454074,Low
93755,300.7,311.2,1560,46.8,15,0.00338478124454074,Low
33580,300.7,310.5,1492,46.7,199,0.00338478124454074,Low
44423,298.7,308.8,1387,46.5,13,0.00338478124454074,Low
67158,303.4,312.0,1529,41.1,206,0.00338478124454074,Low
19709,300.9,310.8,1353,48.1,125,0.00338478124454074,Low
90796,297.6,308.7,1552,42.3,148,0.00338478124454074,Low
44039,297.2,308.1,1574,34.7,204,0.00338478124454074,Low
60823,299.4,309.3,1525,30.6,30,0.00338478124454074,Low
1714,300.3,311.4,1441,44.6,29,0.00338478124454074,Low
98349,302.9,312.1,1334,54.7,147,0.00338478124454074,Low
8294,300.7,311.2,1483,41.6,50,0.00338478124454074,Low
104748,298.8,310.1,1506,34.1,94,0.00338478124454074,Low
15815,299.2,308.8,1440,53.9,188,0.00338478124454074,Low
21364,300.2,309.4,1547,42.4,41,0.00338478124454074,Low
113087,300.5,312.0,1445,46.3,23,0.00338478124454074,Low
46529,300.3,309.5,1350,52.3,173,0.00338478124454074,Low
65847,298.9,309.6,1368,48.9,187,0.00338478124454074,Low
10129,299.0,308.9,1511,46.7,34,0.00338478124454074,Low
55715,298.7,310.3,1536,36.7,177,0.00338478124454074,Low
54924,298.4,308.0,1924,37.1,196,0.00338478124454074,Low
45142,299.7,309.2,1478,46.8,50,0.00338478124454074,Low
57008,299.5,309.1,1498,20.5,44,0.00338478124454074,Low
116897,302.2,311.2,1766,26.7,70,0.00338478124454074,Low
16069,298.0,309.9,1458,43.7,43,0.00338478124454074,Low
91203,301.5,310.5,1490,52.9,116,0.00338478124454074,Low
92984,300.6,310.7,1461,43.3,173,0.00338478124454074,Low
61275,302.8,312.3,1544,34.5,63,0.00338478124454074,Low
82285,302.7,311.8,1728,30.0,22,0.00338478124454074,Low
59689,300.5,311.4,1466,48.1,135,0.00338478124454074,Low
89687,302.5,310.4,1642,33.7,67,0.00338478124454074,Low
10941,298.8,309.8,1334,36.1,42,0.00338478124454074,Low
30558,300.2,311.6,1800,24.3,38,0.00338478124454074,Low
42993,303.8,312.5,1858,23.3,146,0.00338478124454074,Low
104307,300.7,309.6,1469,44.1,122,0.00338478124454074,Low
21198,296.9,307.6,1418,55.1,7,0.00338478124454074,Low
114996,302.3,310.6,1521,34.1,54,0.00338478124454074,Low
2440,298.3,308.5,1475,40.0,105,0.00338478124454074,Low
9206,297.3,308.8,1589,33.5,169,0.00338478124454074,Low
36975,297.5,308.5,1503,37.6,15,0.00338478124454074,Low
72835,298.8,310.6,1391,50.7,168,0.00338478124454074,Low
542,297.2,308.1,1419,45.2,152,0.00338478124454074,Low
79232,297.4,308.4,1580,38.2,66,0.00338478124454074,Low
130329,297.5,308.4,1390,28.1,33,0.00338478124454074,Low
5240,301.3,310.8,1724,25.9,164,0.00338478124454074,Low
36964,299.1,308.5,1455,40.3,158,0.00338478124454074,Low
28121,297.7,308.4,1510,38.8,70,0.00338478124454074,Low
8918,300.7,310.0,1398,49.0,73,0.00338478124454074,Low
80703,299.1,308.3,1571,34.2,65,0.00338478124454074,Low
75961,299.3,308.9,1728,26.7,150,0.00338478124454074,Low
126617,298.8,310.5,1476,52.8,17,0.00338478124454074,Low
121087,300.7,310.5,1560,43.2,187,0.00338478124454074,Low
6919,299.6,311.0,1434,42.0,122,0.00338478124454074,Low
31005,297.3,308.1,1763,28.4,24,0.00338478124454074,Low
72334,301.5,310.8,1417,49.7,5,0.00338478124454074,Low
10689,302.3,310.9,1742,29.7,96,0.00338478124454074,Low
41028,300.3,311.7,1530,39.6,158,0.00338478124454074,Low
102098,301.3,311.0,1515,52.7,161,0.00338478124454074,Low
71137,298.6,309.7,1703,24.8,13,0.00338478124454074,Low
34966,297.4,308.0,1645,35.7,166,0.00338478124454074,Low
123619,301.7,310.9,1786,23.4,119,0.00338478124454074,Low
87424,298.7,310.7,1352,53.0,137,0.00338478124454074,Low
76508,300.2,309.3,1532,43.2,59,0.00338478124454074,Low
80008,300.8,311.3,1498,40.2,0,0.00338478124454074,Low
4551,298.9,309.8,1813,23.7,176,0.00338478124454074,Low
37761,300.2,309.8,1455,41.2,171,0.00338478124454074,Low
15290,298.7,309.1,1408,45.4,47,0.00338478124454074,Low
96855,299.9,309.5,1545,37.8,23,0.00338478124454074,Low
89141,300.6,311.6,1630,31.8,44,0.00338478124454074,Low
80024,302.0,310.9,1663,31.5,174,0.00338478124454074,Low
60237,298.8,309.1,1438,46.4,5,0.00338478124454074,Low
111804,298.8,310.3,1411,41.5,26,0.00338478124454074,Low
53406,298.2,309.9,1717,30.1,147,0.00338478124454074,Low
30742,300.6,309.4,1442,30.5,96,0.00338478124454074,Low
13407,300.0,309.1,1540,44.4,156,0.00338478124454074,Low
19649,298.8,310.1,1435,49.5,37,0.00338478124454074,Low
2590,298.4,308.0,1585,35.6,21,0.00338478124454074,Low
51315,298.2,307.8,1491,48.6,72,0.00338478124454074,Low
13014,299.3,308.9,1577,44.6,160,0.00338478124454074,Low
66386,298.8,309.8,1599,33.6,2,0.00338478124454074,Low
104047,302.4,310.3,1615,31.6,121,0.00338478124454074,Low
89586,298.4,308.6,1569,32.2,160,0.00338478124454074,Low
103420,301.3,310.0,1539,37.0,166,0.00338478124454074,Low
85859,303.5,313.1,1534,37.2,100,0.00338478124454074,Low
3133,299.0,310.3,1560,35.8,17,0.00338478124454074,Low
90417,304.1,313.2,1668,29.8,205,0.00338478124454074,Low
71818,298.3,308.2,1445,41.2,69,0.00338478124454074,Low
14540,298.0,308.6,1375,51.4,113,0.00338478124454074,Low
72292,297.4,308.1,1568,35.0,52,0.00338478124454074,Low
124186,301.3,310.8,1532,38.4,82,0.00338478124454074,Low
84421,299.6,311.0,1474,42.1,125,0.00338478124454074,Low
65935,300.4,309.8,1330,54.4,189,0.00338478124454074,Low
110567,297.2,308.6,1411,61.5,170,0.00338478124454074,Low
75422,298.3,307.9,1724,42.0,103,0.00338478124454074,Low
131052,297.0,307.7,2057,22.8,118,0.00338478124454074,Low
59420,298.9,308.9,1527,32.4,189,0.00338478124454074,Low
106863,297.4,308.7,1638,31.8,131,0.00338478124454074,Low
30081,302.1,310.1,1379,48.8,164,0.00338478124454074,Low
27355,300.0,309.8,1432,48.5,98,0.00338478124454074,Low
130333,300.5,311.9,1638,42.2,56,0.00338478124454074,Low
118339,299.0,310.2,1420,45.7,57,0.00338478124454074,Low
19965,297.0,307.9,1583,37.2,189,0.00338478124454074,Low
77530,297.6,309.1,1749,25.8,174,0.00338478124454074,Low
6162,301.5,310.8,1446,47.5,30,0.00338478124454074,Low
80948,297.4,308.0,1429,40.1,108,0.00338478124454074,Low
113848,299.7,309.6,1359,60.0,186,0.00338478124454074,Low
48583,297.5,308.4,1532,41.4,218,0.00338478124454074,Low
19442,300.1,309.2,1569,36.1,94,0.00338478124454074,Low
81825,297.4,308.5,1446,48.1,131,0.00338478124454074,Low
113582,302.7,312.2,1487,41.7,166,0.00338478124454074,Low
8798,298.7,309.7,1462,40.1,137,0.00338478124454074,Low
126699,302.9,312.5,1612,40.8,183,0.00338478124454074,Low
31687,299.3,310.8,1559,36.0,199,0.00338478124454074,Low
59810,299.0,308.7,1399,46.7,17,0.00338478124454074,Low
28112,298.3,307.9,1330,56.4,114,0.00338478124454074,Low
74487,298.2,307.7,1551,36.4,0,0.00338478124454074,Low
3460,300.8,312.1,1535,36.8,169,0.00338478124454074,Low
38254,299.0,310.2,2033,19.3,37,0.00338478124454074,Low
35251,302.7,311.6,2709,43.2,2,0.00338478124454074,Low
125254,297.0,307.8,1530,33.4,170,0.00338478124454074,Low
10993,303.1,312.4,1405,47.4,107,0.00338478124454074,Low
9406,298.2,309.0,1421,44.1,91,0.00338478124454074,Low
47427,302.9,312.5,1379,46.9,79,0.00338478124454074,Low
57685,301.0,310.9,1558,37.8,0,0.00338478124454074,Low
69333,299.6,310.2,1393,45.7,87,0.00338478124454074,Low
97249,300.7,310.7,1772,31.4,69,0.00338478124454074,Low
130841,300.6,310.0,1478,42.3,95,0.00338478124454074,Low
128881,300.7,309.6,1510,42.9,80,0.00338478124454074,Low
63293,301.0,312.3,1349,52.4,59,0.00338478124454074,Low
99446,298.9,310.2,1336,56.1,126,0.00338478124454074,Low
81582,300.7,309.6,1526,40.6,197,0.00338478124454074,Low
33063,298.6,308.4,1559,59.7,40,0.00338478124454074,Low
34335,298.7,309.1,1419,39.5,26,0.00338478124454074,Low
5511,301.8,310.6,1609,33.6,2,0.00338478124454074,Low
128297,298.0,307.6,1593,32.2,49,0.00338478124454074,Low
74795,300.5,310.8,1488,40.3,5,0.00338478124454074,Low
15606,297.4,308.4,1538,36.4,72,0.00338478124454074,Low
93446,299.1,308.8,1766,27.7,153,0.00338478124454074,Low
27887,302.7,310.7,1499,38.8,37,0.00338478124454074,Low
83634,301.9,310.9,1477,39.9,124,0.00338478124454074,Low
24282,301.8,311.0,1406,46.4,12,0.00338478124454074,Low
126923,299.1,308.6,1491,56.5,166,0.00338478124454074,Low
135446,301.2,310.4,1763,28.7,162,0.00338478124454074,Low
114030,298.9,308.9,1432,45.6,0,0.00338478124454074,Low
90505,300.9,310.8,1402,34.7,22,0.00338478124454074,Low
77961,298.1,308.9,1433,42.5,0,0.00338478124454074,Low
2642,299.3,308.5,1685,29.9,106,0.00338478124454074,Low
3837,298.8,309.9,1394,52.7,115,0.00338478124454074,Low
21668,298.7,309.0,1677,30.1,119,0.00338478124454074,Low
28084,301.2,310.1,1295,56.6,92,0.00338478124454074,Low
31902,301.7,310.8,1343,52.5,140,0.00338478124454074,Low
94587,298.4,308.0,1560,35.9,27,0.00338478124454074,Low
66839,297.3,308.1,1518,36.9,194,0.00338478124454074,Low
68907,298.2,307.8,1546,31.2,173,0.00338478124454074,Low
6490,300.3,311.8,1427,45.5,189,0.00338478124454074,Low
4397,300.7,310.5,1704,27.0,194,0.00338478124454074,Low
18092,300.7,310.8,1480,45.1,147,0.00338478124454074,Low
2060,301.1,311.2,1511,42.9,26,0.00338478124454074,Low
86793,297.7,308.8,1485,39.6,102,0.00338478124454074,Low
79546,300.0,309.7,1642,29.7,39,0.00338478124454074,Low
98020,302.3,311.4,1359,45.6,59,0.00338478124454074,Low
66080,299.4,309.0,1436,50.6,152,0.00338478124454074,Low
113345,300.1,311.4,1455,42.9,97,0.00338478124454074,Low
105443,298.3,307.7,1415,44.1,116,0.00338478124454074,Low
