id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Machine failure
25911,L55237,L,300.2,311.6,1366,51.0,60,0,0,0,0,0,0
50777,H34220,H,303.6,312.6,1532,54.0,186,0,0,0,0,0,0
61663,L55214,L,300.7,311.9,1564,41.2,11,0,0,0,0,0,0
56305,M23304,M,298.6,309.9,1487,41.5,96,0,0,0,0,0,0
58528,M24786,M,298.5,308.6,1897,20.2,59,0,0,0,0,0,0
23990,L54241,L,300.6,310.4,1644,36.6,155,0,0,0,0,0,0
102909,M24756,M,298.8,309.3,1804,25.7,173,0,0,0,0,0,0
123914,M22214,M,299.7,310.4,1429,53.5,98,0,0,0,0,0,0
132447,L56602,L,298.1,308.5,1665,28.2,148,0,0,0,0,0,0
21112,L48361,L,297.2,308.3,1379,52.1,119,0,0,0,0,0,0
58293,H30620,H,296.9,308.0,1318,54.5,88,0,0,0,0,0,0
107609,M22956,M,300.2,311.7,1493,38.8,169,0,0,0,0,0,0
53674,L47748,L,297.6,309.7,2440,13.4,2,0,0,1,0,0,1
129331,M21662,M,301.1,310.7,1491,43.1,181,0,0,0,0,0,0
135563,M16352,M,298.0,308.7,1447,42.5,176,0,0,0,0,0,0
1517,L56638,L,298.0,309.1,1417,40.6,202,0,0,0,0,0,0
92427,L54250,L,300.7,310.7,1333,37.8,179,0,0,0,0,0,0
25173,L47427,L,298.0,308.3,1642,32.8,39,0,0,0,0,0,0
81092,L53601,L,300.3,309.9,1410,55.0,0,0,0,0,0,0,0
112636,L53189,L,300.6,310.6,1511,36.0,24,0,0,0,0,0,0
83953,L53387,L,300.7,310.6,1447,40.7,155,0,0,0,0,0,0
131218,M20275,M,302.6,312.2,1540,36.9,33,0,0,0,0,0,0
52615,L47887,L,297.7,308.9,1969,20.3,99,0,0,0,0,0,0
76625,L53637,L,300.6,310.0,1495,48.0,85,0,0,0,0,0,0
82362,L52482,L,303.9,313.1,1593,35.2,195,0,0,0,0,0,0
109693,L55770,L,297.4,307.9,1634,32.3,169,0,0,0,0,0,0
96653,L50486,L,301.5,310.5,1470,44.0,133,0,0,0,0,0,0
100198,L55270,L,300.1,311.4,1910,23.0,57,0,0,0,0,0,0
55880,M18920,M,301.9,310.6,1405,47.5,59,0,0,0,0,0,0
42385,L48261,L,297.0,307.8,1227,60.1,167,0,0,0,0,0,0
67089,L49197,L,298.7,308.5,1383,42.5,46,0,0,0,0,0,0
69220,L55802,L,297.5,308.3,1437,36.6,29,0,0,0,0,0,0
46247,L53132,L,300.7,310.7,1563,34.3,104,0,0,0,0,0,0
2135,L49414,L,299.4,308.7,1493,40.1,181,0,0,0,0,0,0
28291,M15645,M,296.9,308.0,1843,24.8,20,0,0,0,0,0,0
47364,L55889,L,297.1,308.5,1446,35.6,46,0,0,0,0,0,0
77050,L56251,L,297.0,308.1,1429,54.0,127,0,0,0,0,0,0
40083,L54716,L,300.1,311.3,1445,45.7,60,0,0,0,0,0,0
124193,L48446,L,298.0,309.6,1633,34.8,146,0,0,0,0,0,0
91264,M16584,M,298.3,307.6,1360,52.5,176,0,0,0,0,0,0
19726,L53911,L,301.4,310.9,1426,45.1,137,0,0,0,0,0,0
128223,L50249,L,300.0,309.1,1668,28.2,108,0,0,0,0,0,0
131774,M24302,M,298.1,308.8,1552,39.2,76,0,0,0,0,0,0
128993,M17596,M,299.7,309.1,1576,37.3,152,0,0,0,0,0,0
60217,M22145,M,300.0,310.1,1373,57.3,33,0,0,0,0,0,0
122913,M16231,M,298.6,310.3,1392,38.7,88,0,0,0,0,0,0
87446,L55795,L,297.6,308.5,1382,47.1,11,0,0,0,0,0,0
120546,M18032,M,300.3,309.6,1488,27.7,70,0,0,0,0,0,0
119736,M20955,M,300.9,310.7,1777,23.9,5,0,0,0,0,0,0
114117,L48956,L,298.5,308.1,1466,41.1,34,0,0,0,0,0,0
31268,L55827,L,297.5,308.5,1693,29.8,0,0,0,0,0,0,0
81298,L53839,L,301.7,310.3,1548,38.5,180,0,0,0,0,0,0
7412,L50962,L,302.2,310.8,1449,43.4,121,0,0,0,0,0,0
38644,M20534,M,302.2,311.7,1445,48.2,24,0,0,0,0,0,0
49773,L54901,L,300.5,311.6,1425,40.4,85,0,0,0,0,0,0
129429,M20588,M,302.4,311.9,1453,40.0,191,0,0,0,0,0,0
84072,M24307,M,298.9,308.5,1388,48.8,83,0,0,0,0,0,0
26051,L55810,L,297.4,308.4,1596,32.7,166,0,0,0,0,0,0
108624,M24721,M,298.7,309.6,1419,46.7,77,0,0,0,0,0,0
40756,L53071,L,301.4,311.0,1520,38.6,157,0,0,0,0,0,0
123224,L47301,L,298.9,308.7,1559,41.2,110,0,0,0,0,0,0
55783,L49078,L,297.8,307.5,1533,32.1,157,0,0,0,0,0,0
104998,H29957,H,297.5,309.4,1563,36.1,100,0,0,0,0,0,0
76369,L57145,L,298.3,307.9,1596,38.1,147,0,0,0,0,0,0
81818,M21262,M,300.0,309.9,1615,30.6,165,0,0,0,0,0,0
71894,L47786,L,297.9,309.8,1591,32.0,38,0,0,0,0,0,0
113304,L51244,L,301.9,310.7,1469,46.6,64,0,0,0,0,0,0
97839,L52345,L,304.2,313.4,1519,36.6,56,0,0,0,0,0,0
19933,L52175,L,303.6,312.6,1450,39.7,20,0,0,0,0,0,0
36472,M19047,M,302.2,310.5,1448,46.9,44,0,0,0,0,0,0
38020,L57070,L,298.8,309.5,1574,34.3,163,0,0,0,0,0,0
82442,L49061,L,297.8,307.6,1434,51.2,111,0,0,0,0,0,0
92971,L50442,L,301.3,310.1,1417,53.6,174,0,0,0,0,0,0
97030,L49561,L,299.2,308.4,1755,26.9,121,0,0,0,0,0,0
62838,L54081,L,300.9,311.6,1498,36.3,109,0,0,0,0,0,0
10948,L47788,L,298.0,309.9,1468,39.8,43,0,0,0,0,0,0
26685,L50961,L,302.3,310.8,1445,43.8,7,0,0,0,0,0,0
134344,M21464,M,301.5,310.7,1357,47.6,137,0,0,0,0,0,0
112416,L56289,L,297.5,308.6,1513,39.7,23,0,0,0,0,0,0
92052,L53457,L,301.2,310.7,1382,50.9,64,0,0,0,0,0,0
217,L52781,L,302.9,312.2,1405,44.8,189,0,0,0,0,0,0
58023,L54617,L,300.0,311.3,1727,30.0,0,0,0,0,0,0,0
83918,L57107,L,298.4,308.3,1501,40.8,9,0,0,0,0,0,0
40400,L47891,L,297.5,308.7,1433,49.2,110,0,0,0,0,0,0
107111,L50190,L,300.3,309.6,1437,42.1,187,0,0,0,0,0,0
1028,L49185,L,298.5,308.1,1368,52.8,92,0,0,0,0,0,0
100412,L55446,L,299.1,310.6,1430,51.1,0,0,0,0,0,0,0
106160,L50594,L,301.6,310.5,1834,23.8,131,0,0,0,0,0,0
69891,L50252,L,300.1,309.2,1314,58.2,114,0,0,0,0,0,0
23344,M17771,M,300.7,309.2,1398,63.5,39,0,0,0,0,0,0
57126,L54093,L,300.8,311.2,1481,43.5,181,0,0,0,0,0,0
120431,L55983,L,297.4,308.5,1364,45.4,75,0,0,0,0,0,0
39758,L56277,L,297.3,308.1,1546,36.9,206,0,0,0,0,0,0
90037,L49329,L,299.4,309.0,1436,46.6,178,0,0,0,0,0,0
125679,M16136,M,298.2,309.4,1675,34.6,73,0,0,0,0,0,0
24851,H37106,H,300.2,311.6,1376,45.9,10,0,0,0,0,0,0
135964,L54052,L,301.0,311.3,1391,35.3,171,0,0,0,0,0,0
117305,L49073,L,297.8,307.5,1430,45.9,24,0,0,0,0,0,0
116992,M19393,M,302.4,310.2,1491,38.7,161,0,0,0,0,0,0
30553,M24112,M,298.2,309.0,1447,41.1,189,0,0,0,0,0,0
15970,M20655,M,301.7,311.1,1465,43.6,157,0,0,0,0,0,0
13734,H37845,H,298.8,310.0,1520,38.6,171,0,0,0,0,0,0
127244,L47270,L,298.9,308.9,1450,45.8,33,0,0,0,0,0,0
70098,L54976,L,300.1,311.5,1454,30.1,90,0,0,0,0,0,0
77105,L51854,L,303.4,311.6,1648,32.8,0,0,0,0,0,0,0
30834,M19487,M,303.0,311.4,1628,35.8,70,0,0,0,0,0,0
47184,L52997,L,301.7,311.0,1480,45.1,204,0,0,0,0,0,0
108685,H35945,H,301.2,310.7,1510,39.6,64,0,0,0,0,0,0
134645,L47591,L,297.5,308.7,1427,43.2,201,0,0,0,0,0,0
23106,L50882,L,302.0,311.2,1958,22.9,56,0,0,0,0,0,0
36398,H36517,H,300.6,310.2,1453,39.8,23,0,0,0,0,0,0
58824,M22363,M,300.3,311.6,1467,45.3,149,0,0,0,0,0,0
75444,L54536,L,299.6,310.2,1333,42.9,40,0,0,0,0,0,0
131890,L50100,L,300.7,309.7,1444,51.9,149,0,0,0,0,0,0
5981,L52977,L,301.5,311.0,1651,33.5,98,0,0,0,0,0,0
61786,L53843,L,301.3,310.5,1504,36.9,193,0,0,0,0,0,0
35002,L55562,L,298.9,310.0,1389,27.3,58,0,0,0,0,0,0
58133,L49079,L,297.8,307.5,1492,40.0,159,0,0,0,0,0,0
2680,L56354,L,297.8,308.9,1637,34.2,200,0,0,0,0,0,0
39088,L54347,L,300.3,310.3,1330,56.5,146,0,0,0,0,0,1
83385,L52500,L,303.4,312.7,1423,45.5,26,0,0,0,0,0,0
130609,M17003,M,299.3,309.0,1316,59.4,141,0,0,0,0,0,0
68387,M17778,M,300.6,309.5,1469,42.8,87,0,0,0,0,0,0
136172,M21644,M,301.3,310.7,1554,34.1,61,0,0,0,0,0,0
98389,M24307,M,298.1,308.8,1388,51.1,96,0,0,0,0,0,0
104114,L53062,L,301.4,311.1,1469,35.8,174,0,0,0,0,0,0
125453,M23585,M,297.2,308.5,1446,42.1,15,0,0,0,0,0,0
78146,M18208,M,301.3,310.8,1774,25.5,77,0,0,0,0,0,0
77511,L54148,L,300.9,311.1,1524,40.7,179,0,0,0,0,0,0
34257,L50647,L,301.8,310.7,1499,38.9,46,0,0,0,0,0,0
131206,L54237,L,300.8,310.6,1444,44.7,151,0,0,0,0,0,0
103873,L54300,L,300.9,310.5,2288,41.2,85,0,0,0,0,0,0
86442,L48331,L,297.0,307.9,1517,47.7,168,0,0,0,0,0,0
72396,H35550,H,300.9,310.8,1390,40.0,57,0,0,0,0,0,0
27249,L53098,L,300.7,310.3,1751,31.8,197,0,0,0,0,0,0
136335,L50195,L,300.5,309.8,1369,55.2,198,0,0,0,0,0,0
100060,L49684,L,299.3,309.5,1322,49.8,0,0,0,0,1,0,1
127395,L48894,L,298.2,307.8,1664,28.6,72,0,0,0,0,0,0
95315,L51928,L,303.2,311.2,1363,46.7,219,0,1,0,1,0,1
85799,M22096,M,299.8,310.0,1460,37.1,15,0,0,0,0,0,0
111520,M15171,M,298.0,308.6,1453,40.1,165,0,0,0,0,0,0
101355,L50621,L,301.4,310.4,1559,35.6,199,0,0,0,0,0,0
49383,L48458,L,298.5,309.4,1568,36.4,79,0,0,0,0,0,0
68801,M18104,M,301.3,309.6,1593,35.0,130,0,0,0,0,0,0
134640,M19157,M,301.8,310.4,1607,34.6,217,0,0,0,0,0,0
124622,L48941,L,298.1,307.6,1950,20.3,171,0,0,0,0,0,0
133810,L50501,L,301.5,310.6,1508,41.0,79,0,0,0,0,0,0
135261,H32467,H,300.2,309.3,1555,35.6,63,0,0,0,0,0,0
45477,M17123,M,299.2,308.4,1435,43.0,50,0,0,0,0,0,0
13353,L56687,L,299.2,310.4,1477,42.8,30,0,0,0,0,0,0
54430,L54275,L,300.6,310.2,1493,43.9,15,0,0,0,0,0,0
22758,L53111,L,300.3,310.4,1336,54.4,54,0,0,0,0,0,0
125437,L56088,L,297.2,308.5,1518,42.6,163,0,0,0,0,0,0
134326,L56464,L,298.2,308.8,1683,35.7,72,0,0,0,0,0,0
115131,L48757,L,298.3,308.4,1484,41.0,172,0,0,0,0,0,0
100871,L50043,L,300.6,309.5,1509,39.5,0,0,0,0,0,0,0
90061,L54121,L,300.8,311.4,1548,35.0,43,0,0,0,0,0,0
14044,L50893,L,302.2,311.4,1565,31.8,39,0,0,0,0,0,0
43276,L49566,L,299.2,308.4,1543,40.5,199,0,0,0,0,0,0
59,M20494,M,302.6,312.1,1368,56.5,168,0,0,0,0,0,0
128759,L54369,L,300.4,310.4,1498,41.8,48,0,0,0,0,0,0
43600,M21824,M,300.7,311.2,1522,37.0,102,0,0,0,0,0,0
93126,M24214,M,297.7,308.9,1369,50.7,29,0,0,0,0,0,0
84259,L54271,L,300.6,310.2,1422,47.7,104,0,0,0,0,0,0
120249,L52311,L,304.1,313.4,1429,37.2,184,0,0,0,0,0,0
81216,M18026,M,300.4,309.7,1376,53.9,12,0,0,0,0,0,0
3115,L53204,L,300.7,310.9,1717,33.8,61,0,0,0,0,0,0
23586,L47784,L,297.9,309.9,1452,43.7,33,0,0,0,0,0,0
109716,L51880,L,303.5,311.7,1410,51.0,141,0,0,0,0,0,0
82375,M23913,M,297.4,308.5,1638,32.2,16,0,0,0,0,0,0
68771,M18912,M,301.9,310.7,1577,39.2,53,0,0,0,0,0,0
83527,L56474,L,298.1,309.0,1437,55.7,95,0,0,0,0,0,0
93965,M22952,M,300.2,311.6,1332,59.7,157,0,0,0,0,0,0
59709,L55863,L,297.2,308.5,1447,42.3,188,0,0,0,0,0,0
121041,L50685,L,301.7,310.8,1610,33.3,150,0,0,0,0,0,0
129893,L49052,L,298.3,308.1,1413,51.3,173,0,0,0,0,0,0
33516,L53906,L,301.6,310.7,1429,44.9,174,0,0,0,0,0,0
136236,H31447,H,298.8,308.5,1466,46.7,49,0,0,0,0,0,0
13627,L53157,L,300.5,310.7,1691,30.3,119,0,0,0,0,0,0
116933,L55784,L,297.3,308.2,1369,56.9,211,0,0,0,0,0,0
34608,L48395,L,296.9,307.9,1709,28.4,33,0,0,0,0,0,0
50261,L56525,L,298.2,308.3,1534,40.5,37,0,0,0,0,0,0
57223,L47574,L,297.5,308.4,1528,32.9,160,0,0,0,0,0,0
44829,L56497,L,298.5,309.4,1521,41.5,160,0,0,0,0,0,0
111560,L54631,L,300.3,311.6,1508,43.1,199,0,0,0,0,0,0
102599,M24608,M,298.9,310.1,2102,18.0,189,0,0,0,0,0,0
52082,L48265,L,297.0,307.9,1388,53.8,136,0,0,0,0,0,0
105232,L52460,L,303.6,312.9,1551,36.4,135,0,0,0,0,0,0
37025,L51412,L,302.2,310.9,1883,25.5,126,0,0,0,0,0,0
36344,L49533,L,299.2,308.4,1336,48.7,40,0,0,0,0,0,0
50795,M20233,M,302.6,312.3,1386,50.6,180,0,0,0,0,0,0
44996,L50343,L,300.4,309.8,1549,40.4,0,0,0,0,0,0,0
111635,L50391,L,300.3,309.2,1649,31.4,48,0,0,0,0,0,0
52476,L52933,L,302.2,311.6,1724,26.7,48,0,0,0,0,0,0
47395,M24351,M,299.0,309.7,1525,40.6,96,0,0,0,0,0,0
72517,L49218,L,299.0,308.8,1405,45.3,103,0,0,0,0,0,0
61702,L49692,L,298.9,308.9,1469,45.7,156,0,0,0,0,0,0
119123,M17432,M,299.4,309.1,1802,23.7,172,0,0,0,0,0,0
45983,M22450,M,300.4,311.0,1553,40.4,123,0,0,0,0,0,0
93281,L54128,L,300.6,311.1,1383,46.3,124,0,0,0,0,0,0
17599,L49052,L,298.1,307.2,1636,32.8,90,0,0,0,0,0,0
89366,L56111,L,297.4,308.3,1522,43.2,2,0,0,0,0,0,0
36622,H31834,H,299.1,308.7,1450,42.6,65,0,0,0,0,0,0
6744,L51215,L,302.0,310.8,1454,36.6,181,0,0,0,0,0,0
24754,H32126,H,299.7,309.2,1452,55.5,26,0,0,0,0,0,0
103050,M15766,M,295.6,306.1,1462,49.2,0,0,0,0,0,0,0
91020,L55438,L,299.0,310.6,1489,47.3,144,0,0,0,0,0,0
28360,L52954,L,301.5,311.1,1602,34.3,185,0,0,0,0,0,0
70557,L50477,L,301.2,310.3,1495,40.7,48,0,0,0,0,0,0
4911,M24346,M,298.9,309.6,1447,40.4,156,0,0,0,0,0,0
30683,M24143,M,298.1,309.0,1802,27.0,71,0,0,0,0,0,0
99933,L50552,L,301.4,310.8,1376,44.3,21,0,0,0,0,0,0
135043,L54782,L,300.4,311.2,1543,40.4,98,0,0,0,0,0,0
115098,L48248,L,296.8,307.8,1429,43.8,155,0,0,0,0,0,0
128747,L49060,L,298.1,307.7,1363,54.8,74,0,0,0,0,0,0
83403,L49076,L,298.0,307.5,1574,48.9,93,0,0,0,0,0,0
72874,M21959,M,300.9,310.2,1678,29.8,155,0,0,0,0,0,0
10228,L49650,L,298.9,308.5,1452,41.7,136,0,0,0,0,0,0
69330,M19103,M,302.4,311.1,1432,41.1,83,0,0,0,0,0,0
39979,M23442,M,297.5,308.1,1484,38.3,171,0,0,0,0,0,0
104737,L49863,L,299.8,309.1,1571,34.6,191,0,0,0,0,0,0
125402,L54758,L,300.4,311.2,1551,38.6,160,0,0,0,0,0,0
28081,L55686,L,298.4,309.7,1710,35.0,163,0,0,0,0,0,1
39845,L53237,L,300.8,310.8,1438,48.9,7,0,0,0,0,0,0
107355,L50302,L,300.0,309.4,1658,30.0,37,0,0,0,0,0,0
27733,M18128,M,301.3,310.1,1622,32.1,199,0,0,0,0,0,0
103296,M16918,M,299.5,309.1,1486,34.1,151,0,0,0,0,0,0
35190,L49340,L,299.4,309.0,1400,47.0,181,0,0,0,0,0,0
1126,M17204,M,299.2,308.4,1445,40.0,224,0,0,0,0,0,0
109348,L51461,L,302.0,310.0,1732,27.1,178,0,0,0,0,0,0
121248,M16429,M,298.1,308.5,1471,46.5,164,0,0,0,0,0,0
3850,L57141,L,298.2,307.9,1399,51.0,139,0,0,0,0,0,0
88472,L49699,L,298.8,308.6,1389,32.4,38,0,0,0,0,0,0
120624,L49358,L,299.6,309.2,1439,43.6,31,0,0,0,0,0,0
25614,L56436,L,298.2,309.0,1436,46.8,189,0,0,0,0,0,0
103304,L57064,L,298.7,309.0,1755,26.3,197,0,0,0,0,0,0
90649,L55257,L,300.3,311.9,1557,34.2,119,0,0,0,0,0,0
126873,L56610,L,298.1,308.7,1671,45.1,0,0,0,0,0,0,0
25489,H37521,H,300.3,310.8,1486,49.0,194,0,0,0,0,0,0
106976,M15390,M,297.5,309.4,1427,45.5,65,0,0,0,0,0,0
117914,M24307,M,298.1,308.9,1388,48.0,5,0,0,0,0,0,0
14832,L55627,L,298.4,309.9,1565,36.6,121,0,0,0,0,0,0
55916,L54875,L,300.6,311.7,1611,47.7,166,0,0,0,0,0,0
61838,M18983,M,302.1,310.6,1317,47.8,2,0,1,0,0,0,1
106465,H30676,H,298.5,309.6,1559,34.7,124,0,0,0,0,0,0
119060,L49076,L,297.9,307.5,1574,35.8,175,0,0,0,0,0,0
6734,H39254,H,298.4,309.2,1436,42.8,68,0,0,0,0,0,0
104270,L48390,L,296.9,308.0,1571,34.1,98,0,0,0,0,0,0
123522,L52782,L,302.9,312.1,1513,35.9,88,0,0,0,0,0,0
109712,L56733,L,299.4,310.8,1525,40.1,139,0,0,0,0,0,0
89952,L52846,L,302.2,311.4,1430,38.9,73,0,0,0,0,0,0
4343,L48464,L,298.3,309.5,2153,15.3,93,0,0,1,0,0,1
46842,M18065,M,300.1,309.2,1641,33.2,125,0,0,0,0,0,0
56021,L53758,L,301.4,310.3,1530,40.9,173,0,0,0,0,0,0
86132,L56161,L,297.0,307.7,1502,36.8,126,0,0,0,0,0,0
86438,L55253,L,300.5,312.0,1396,48.8,180,0,0,0,0,0,0
27664,L48892,L,298.4,307.9,1551,37.6,72,0,0,0,0,0,0
79613,H38078,H,297.5,308.6,1355,58.9,2,0,0,0,0,0,0
96755,L48150,L,295.8,306.6,1517,35.0,111,0,0,0,0,0,0
122720,L48384,L,296.9,308.0,1540,37.7,84,0,0,0,0,0,0
11341,M23759,M,297.3,308.5,1421,48.3,138,0,0,0,0,0,0
54663,L50253,L,300.1,309.0,1607,33.2,116,0,0,0,0,0,0
23620,L48253,L,297.0,307.8,1544,40.9,92,0,0,0,0,0,0
24166,L50668,L,301.9,310.9,1742,33.6,91,0,0,0,0,0,0
64917,L53122,L,300.7,310.7,1450,38.6,80,0,0,0,0,0,0
93240,L54615,L,300.1,311.3,1504,40.7,20,0,0,0,0,0,0
5660,L56907,L,298.8,309.9,1585,33.7,185,0,0,0,0,0,0
107766,L47670,L,297.4,309.2,1473,43.8,181,0,0,0,0,0,0
83025,L56133,L,297.3,308.0,1518,43.0,59,0,0,0,0,0,0
131472,H30936,H,298.1,309.0,1562,37.7,36,0,0,0,0,0,0
68363,M19056,M,302.5,311.0,1563,35.6,155,0,0,0,0,0,0
67818,L54188,L,300.5,310.6,1369,49.6,10,0,0,0,0,0,0
7287,M16982,M,299.2,308.8,1436,38.8,125,0,0,0,0,1,0
115855,L55620,L,298.6,309.9,1737,27.2,0,0,0,0,0,0,0
53598,L52704,L,302.6,311.9,1468,43.9,89,0,0,0,0,0,0
66962,L53940,L,301.5,310.9,1563,35.6,152,0,0,0,0,0,0
75705,H33160,H,302.5,311.3,1393,47.5,5,0,0,0,0,0,0
68185,L56276,L,297.3,308.1,1568,35.9,204,0,0,0,0,0,0
68605,L49359,L,299.6,309.2,1601,33.3,74,0,0,0,0,0,0
93270,L47881,L,297.7,308.7,1545,31.9,5,0,0,0,0,0,0
122327,M21360,M,300.6,310.0,1384,48.8,0,0,0,0,0,0,0
107824,L48708,L,298.1,309.0,1453,58.3,54,0,0,0,0,0,0
79230,L53303,L,300.9,310.9,1477,43.9,112,0,0,0,0,0,0
52183,L54072,L,301.0,311.6,1441,44.2,14,0,0,0,0,0,0
128436,L50593,L,301.3,310.6,1742,27.5,129,0,0,0,0,0,0
81785,H31564,H,299.3,308.8,1436,45.0,180,0,0,0,0,0,0
23020,M15345,M,297.4,309.0,1829,25.9,5,0,0,0,0,0,0
91511,L47497,L,297.8,308.4,1455,44.1,179,0,0,0,0,0,0
21474,L51061,L,302.6,311.6,1596,29.2,37,0,0,0,0,0,0
69448,L51560,L,301.9,309.6,1410,49.0,176,0,0,0,0,0,0
71058,M21349,M,300.9,310.3,1488,41.9,173,0,0,0,0,0,0
46149,L56774,L,299.1,310.3,1327,55.7,43,0,0,0,0,0,0
111904,L55791,L,297.5,308.3,1367,54.3,207,0,0,0,1,0,1
31237,L51928,L,303.3,311.3,1450,44.5,32,0,0,0,0,0,0
107863,M22956,M,300.2,311.7,1449,46.4,169,0,0,0,0,0,0
88036,L52315,L,304.2,313.4,1772,27.3,188,0,0,0,0,0,0
26876,H33526,H,302.0,310.4,1441,43.9,0,0,0,0,0,0,0
64880,L48364,L,297.4,308.5,1546,43.6,48,0,0,0,0,0,0
115584,L53693,L,301.1,310.0,1513,36.0,97,0,0,0,0,0,0
61611,L49950,L,300.0,309.6,1364,50.3,16,0,0,0,0,0,0
110124,L50406,L,300.5,309.5,1481,46.0,89,0,0,0,0,0,0
42994,L53911,L,301.6,310.9,1496,39.5,144,0,0,0,0,0,0
76299,H38549,H,297.7,308.1,1441,44.3,40,0,0,0,0,0,0
26205,L49871,L,299.8,309.4,1665,28.7,41,0,0,0,0,0,0
82799,L56800,L,298.9,309.9,1670,33.2,109,0,0,0,0,0,0
136358,L55139,L,301.0,312.1,1578,32.3,50,0,0,0,0,0,0
24617,L50442,L,301.3,310.1,1593,35.0,186,0,0,0,0,0,0
79485,L48395,L,296.8,307.9,1473,41.0,118,0,0,0,0,0,0
84239,L47897,L,297.4,308.7,1506,36.9,124,0,0,0,0,0,0
27047,L50784,L,301.8,310.8,1459,46.3,190,0,0,0,0,0,0
80211,L48641,L,298.6,309.7,1480,42.5,76,0,0,0,0,0,0
75981,L48820,L,298.0,307.7,1793,27.3,109,0,0,0,0,0,0
65814,L56621,L,298.1,308.8,1324,54.4,68,0,0,0,0,0,0
5390,L55790,L,297.4,308.3,1541,38.3,0,0,0,0,0,0,0
14865,L51211,L,302.0,310.8,1630,42.7,229,0,0,0,0,0,0
33841,M18355,M,301.8,311.0,1489,47.3,121,0,0,0,0,0,0
61878,M16671,M,298.2,307.8,1398,51.1,139,0,0,0,0,0,0
56084,L53615,L,300.3,309.9,1621,36.8,36,0,0,0,0,0,0
22996,H31603,H,299.6,309.2,1471,43.9,84,0,0,0,0,0,0
65975,L50597,L,301.6,310.6,1456,50.6,137,0,0,0,0,0,0
99835,L56178,L,297.1,307.8,1642,31.3,169,0,0,0,0,0,0
69722,L50462,L,301.2,309.9,1415,54.8,21,0,0,0,0,0,0
66110,L55956,L,297.4,308.4,1523,38.5,15,0,0,0,0,0,0
35297,L52772,L,302.5,311.9,1453,39.2,69,0,0,0,0,0,0
92234,M24644,M,298.7,309.8,1416,48.8,173,0,0,0,0,0,0
113105,L55600,L,299.1,310.3,1548,43.1,168,0,0,0,0,0,0
39084,M15568,M,297.6,309.0,1431,44.6,106,0,0,0,0,0,0
71867,M22401,M,300.3,311.3,1528,36.2,76,0,0,0,0,0,0
13983,L52950,L,301.6,311.2,1608,31.3,93,0,0,0,0,0,0
43467,L49051,L,299.7,309.2,1798,26.3,129,0,0,0,0,0,0
54989,M20390,M,302.3,311.9,1444,47.3,109,0,0,0,0,0,0
70439,L57111,L,298.3,308.3,1557,36.9,2,0,0,0,0,0,0
57482,L54108,L,301.1,311.7,1474,39.9,0,0,0,0,0,0,0
53633,M15032,M,298.1,308.1,1382,48.8,2,0,0,0,0,0,0
30345,L48973,L,298.1,307.8,1631,26.3,85,0,0,0,0,0,0
67839,H37486,H,300.5,312.0,1375,51.4,15,0,0,0,0,0,0
114004,M21648,M,301.1,310.6,1410,43.9,78,0,0,0,0,0,0
87725,L53966,L,301.2,310.6,1605,50.9,66,0,0,0,0,0,0
106087,L54212,L,300.6,310.9,1548,36.0,73,0,0,0,0,0,0
134714,M21859,M,300.6,310.7,1488,38.2,193,0,0,0,0,0,0
101399,L47786,L,297.9,309.9,1461,50.5,38,0,0,0,0,0,0
5609,H31096,H,297.9,307.8,1530,36.7,225,0,0,0,0,0,0
83861,L53352,L,301.0,310.9,1526,36.6,227,0,0,0,0,0,0
108074,L56488,L,298.3,309.1,1423,48.0,119,0,0,0,0,0,0
89706,L53395,L,301.0,310.9,1614,35.2,204,0,0,0,0,0,0
8194,L47366,L,298.1,308.3,1301,56.0,92,0,0,0,0,0,0
45294,L51780,L,302.9,311.0,1861,21.9,115,0,0,0,0,0,0
45775,H38089,H,297.3,308.5,1774,28.1,158,0,0,0,0,0,0
4068,L55770,L,297.4,307.9,1557,35.5,131,0,0,0,0,0,0
26024,M21352,M,300.7,309.9,1486,41.3,33,0,0,0,0,0,0
93403,L56890,L,298.9,310.1,1505,43.6,108,0,0,0,0,0,0
115928,L53666,L,300.4,309.7,1433,44.7,172,0,0,0,0,0,0
109183,L48463,L,298.3,309.4,1568,37.9,96,0,0,0,0,0,0
131641,L49601,L,298.9,308.2,2384,15.0,179,0,0,0,0,0,0
125669,M18591,M,302.2,311.2,1538,43.0,91,0,0,0,0,0,0
100594,L54558,L,299.5,310.0,1452,42.8,196,0,0,0,0,0,0
2228,L55926,L,297.3,308.5,1512,37.8,146,0,0,0,0,0,0
122851,M18637,M,302.4,311.1,1863,26.5,210,0,0,0,0,0,0
19456,M22358,M,300.2,311.8,1418,43.5,184,0,0,0,0,0,0
115947,M16396,M,298.3,308.9,1423,47.3,141,0,0,0,0,0,0
88853,L56661,L,298.9,309.6,1781,28.5,183,0,0,0,0,0,0
115009,L54836,L,300.5,311.6,1448,47.8,151,0,0,0,0,0,0
50167,M17851,M,300.5,309.7,1341,46.3,87,0,0,0,0,0,0
46095,L56746,L,299.1,311.1,1784,26.8,179,0,0,0,0,0,0
40169,L49871,L,299.9,309.4,1472,39.7,197,0,0,0,0,0,0
55434,L50100,L,300.7,309.7,2093,19.9,149,0,0,0,0,0,0
